PQID,CMT,UNM,CAT
108124,3,Misty De Meo,O
108125,7,Misty De Meo,O
108126,14,Misty De Meo,O
108127,16,Misty De Meo,O
108128,12,Misty De Meo,O
108129,10,Misty De Meo,O
108130,8,Misty De Meo,O
108131,36,Misty De Meo,O
108132,33,Misty De Meo,O
108133,12,Misty De Meo,O
108134,24,Misty De Meo,O
108135,57,Misty De Meo,O
108136,23,Misty De Meo,O
108137,30,Misty De Meo,O
108138,16,Misty De Meo,O
108139,12,Misty De Meo,O
108140,6,Misty De Meo,O
108141,40,Misty De Meo,O
108142,28,Misty De Meo,O
108143,27,Misty De Meo,O
108144,29,Misty De Meo,O
108145,27,Misty De Meo,O
108146,25,Misty De Meo,O
108147,33,Misty De Meo,O
108148,43,Misty De Meo,O
108149,25,Misty De Meo,O
108150,2,Misty De Meo,O
108319,1,Isaac Z. Schlueter,O
108462,3,Adam Vandenberg,O
108463,1,Adam Vandenberg,O
108464,1,Adam Vandenberg,O
108465,2,Adam Vandenberg,O
108466,14,Adam Vandenberg,O
108467,32,Adam Vandenberg,O
108468,28,Adam Vandenberg,O
108469,15,Adam Vandenberg,O
108470,12,Adam Vandenberg,O
108471,15,Adam Vandenberg,O
108472,53,Adam Vandenberg,O
108473,37,Adam Vandenberg,O
108474,16,Adam Vandenberg,O
108475,31,Adam Vandenberg,O
108476,44,Adam Vandenberg,O
108477,31,Adam Vandenberg,O
108478,45,Adam Vandenberg,O
108479,16,Adam Vandenberg,O
108480,24,Adam Vandenberg,O
108481,24,Adam Vandenberg,O
108482,48,Adam Vandenberg,O
108483,271,Adam Vandenberg,O
108484,258,Adam Vandenberg,O
108485,48,Adam Vandenberg,O
108486,31,Adam Vandenberg,O
108487,111,Adam Vandenberg,O
108488,98,Adam Vandenberg,O
108489,386,Adam Vandenberg,O
108490,190,Adam Vandenberg,O
108491,118,Adam Vandenberg,O
108492,46,Adam Vandenberg,O
108493,24,Adam Vandenberg,O
108494,649,Adam Vandenberg,O
108495,103,Adam Vandenberg,O
108496,61,Adam Vandenberg,O
108497,46,Adam Vandenberg,O
108498,71,Adam Vandenberg,O
108499,198,Adam Vandenberg,O
108500,105,Adam Vandenberg,O
108501,159,Adam Vandenberg,O
108502,48,Adam Vandenberg,O
108503,1,Adam Vandenberg,O
109099,5,Jack Nagel,O
109100,1,Jack Nagel,O
109101,5,Jack Nagel,O
109102,15,Jack Nagel,O
109103,18,Jack Nagel,O
109104,69,Jack Nagel,O
109105,65,Jack Nagel,O
109106,72,Jack Nagel,O
109107,25,Jack Nagel,O
109108,69,Jack Nagel,O
109109,175,Jack Nagel,O
109110,125,Jack Nagel,O
109111,96,Jack Nagel,O
109112,153,Jack Nagel,O
109113,87,Jack Nagel,O
109114,93,Jack Nagel,O
109115,215,Jack Nagel,O
109116,156,Jack Nagel,O
109117,38,Jack Nagel,O
109118,46,Jack Nagel,O
109119,50,Jack Nagel,O
109120,192,Jack Nagel,O
109121,420,Jack Nagel,O
109122,221,Jack Nagel,O
109123,178,Jack Nagel,O
109124,154,Jack Nagel,O
109125,216,Jack Nagel,O
109126,191,Jack Nagel,O
109127,165,Jack Nagel,O
109128,243,Jack Nagel,O
109129,4,Jack Nagel,O
109357,4,Max Howell,O
109358,2,Max Howell,O
109359,7,Max Howell,O
109360,6,Max Howell,O
109361,8,Max Howell,O
109362,11,Max Howell,O
109363,8,Max Howell,O
109364,10,Max Howell,O
109365,1,Max Howell,O
109366,1,Max Howell,O
109367,2,Max Howell,O
109368,20,Max Howell,O
109369,44,Max Howell,O
109370,48,Max Howell,O
109371,2,Max Howell,O
109372,58,Max Howell,O
109373,122,Max Howell,O
109374,1,Max Howell,O
109375,2,Max Howell,O
109376,1,Max Howell,O
109377,163,Max Howell,O
109378,76,Max Howell,O
109379,11,Max Howell,O
109380,2,Max Howell,O
109381,2,Max Howell,O
109382,8,Max Howell,O
109383,1,Max Howell,O
109384,1,Max Howell,O
109385,6,Max Howell,O
110114,1,Brett Koonce,O
110115,156,Brett Koonce,O
110116,189,Brett Koonce,O
110117,1,Brett Koonce,O
110118,76,Brett Koonce,O
110119,71,Brett Koonce,O
110120,94,Brett Koonce,O
110121,197,Brett Koonce,O
110122,101,Brett Koonce,O
110123,84,Brett Koonce,O
110124,34,Brett Koonce,O
110125,75,Brett Koonce,O
110126,38,Brett Koonce,O
110127,80,Brett Koonce,O
110128,74,Brett Koonce,O
110129,63,Brett Koonce,O
