PQID,CMT,UNM,CAT
1515,23,Wladimir J. van der Laan,I
1524,1,Philip Kaufmann,I
1530,1,Philip Kaufmann,I
1531,1,Philip Kaufmann,I
1532,1,Philip Kaufmann,I
1538,1,Philip Kaufmann,I
1539,1,Philip Kaufmann,I
1550,1,Pieter Wuille,I
1557,1,Philip Kaufmann,I
1558,1,Wladimir J. van der Laan,I
1560,1,Wladimir J. van der Laan,I
1561,4,Wladimir J. van der Laan,I
1566,1,Philip Kaufmann,I
1572,1,Philip Kaufmann,I
1574,1,Philip Kaufmann,I
1575,1,Philip Kaufmann,I
1581,1,Philip Kaufmann,I
1587,1,Philip Kaufmann,I
1589,1,Wladimir J. van der Laan,I
1590,3,Wladimir J. van der Laan,I
1591,1,Philip Kaufmann,I
1594,1,Philip Kaufmann,I
1595,1,Philip Kaufmann,I
1596,2,Wladimir J. van der Laan,I
1598,1,Philip Kaufmann,I
1600,1,Wladimir J. van der Laan,I
1601,1,Philip Kaufmann,I
1602,1,Wladimir J. van der Laan,I
1604,1,Pieter Wuille,I
1608,1,Pieter Wuille,I
1615,1,Philip Kaufmann,I
1616,1,Philip Kaufmann,I
1622,1,Wladimir J. van der Laan,I
1623,1,Wladimir J. van der Laan,I
1624,1,Philip Kaufmann,I
1625,1,Pieter Wuille,I
1628,1,Wladimir J. van der Laan,I
1629,1,Pieter Wuille,I
1634,2,Philip Kaufmann,I
1635,1,Wladimir J. van der Laan,I
1636,1,Wladimir J. van der Laan,I
1637,2,Wladimir J. van der Laan,I
1639,1,Pieter Wuille,I
1640,1,Pieter Wuille,I
1642,1,Philip Kaufmann,I
1647,1,Philip Kaufmann,I
1648,1,Philip Kaufmann,I
1652,1,Philip Kaufmann,I
1653,1,Philip Kaufmann,I
1654,1,Philip Kaufmann,I
1656,1,Philip Kaufmann,I
1660,1,Wladimir J. van der Laan,I
1666,1,Philip Kaufmann,I
1667,1,Philip Kaufmann,I
1669,1,Philip Kaufmann,I
1671,3,Winston Chang,I
1672,1,Philip Kaufmann,I
1675,2,Philip Kaufmann,I
1676,1,Philip Kaufmann,I
1681,1,Wladimir J. van der Laan,I
1684,1,Philip Kaufmann,I
1685,1,Philip Kaufmann,I
1690,1,Philip Kaufmann,I
1691,1,Philip Kaufmann,I
1695,1,Philip Kaufmann,I
1701,1,Wladimir J. van der Laan,I
1702,1,Philip Kaufmann,I
1703,1,Philip Kaufmann,I
1708,1,Philip Kaufmann,I
1709,1,Philip Kaufmann,I
1710,1,Philip Kaufmann,I
1712,1,Philip Kaufmann,I
1713,1,Philip Kaufmann,I
1715,1,Philip Kaufmann,I
1716,1,Philip Kaufmann,I
1717,1,Wladimir J. van der Laan,I
1718,1,Philip Kaufmann,I
1719,1,Wladimir J. van der Laan,I
1721,1,Wladimir J. van der Laan,I
1722,1,Philip Kaufmann,I
1725,1,Philip Kaufmann,I
1726,1,Pieter Wuille,I
1727,1,Philip Kaufmann,I
1730,1,Philip Kaufmann,I
1737,1,Philip Kaufmann,I
1744,1,Philip Kaufmann,I
1748,1,Philip Kaufmann,I
1759,1,Philip Kaufmann,I
1760,1,Philip Kaufmann,I
1761,1,Philip Kaufmann,I
1762,1,Philip Kaufmann,I
1776,1,Philip Kaufmann,I
1781,1,Pieter Wuille,I
1789,1,Philip Kaufmann,I
1790,1,Philip Kaufmann,I
1792,1,Philip Kaufmann,I
1796,1,Philip Kaufmann,I
1797,1,Philip Kaufmann,I
1798,1,Pieter Wuille,I
1799,1,Wladimir J. van der Laan,I
1800,1,Wladimir J. van der Laan,I
1804,1,Philip Kaufmann,I
1805,1,Wladimir J. van der Laan,I
1806,1,Philip Kaufmann,I
1808,1,Philip Kaufmann,I
1809,1,Wladimir J. van der Laan,I
1810,1,Wladimir J. van der Laan,I
1812,1,Philip Kaufmann,I
1823,1,Philip Kaufmann,I
1824,1,Philip Kaufmann,I
1825,1,Philip Kaufmann,I
1826,1,Philip Kaufmann,I
1827,1,Philip Kaufmann,I
1830,1,Philip Kaufmann,I
1838,1,Philip Kaufmann,I
1847,1,Philip Kaufmann,I
1848,1,Philip Kaufmann,I
1854,1,Wladimir J. van der Laan,I
1862,1,Pieter Wuille,I
1863,1,Philip Kaufmann,I
1866,1,Philip Kaufmann,I
1867,1,Philip Kaufmann,I
1868,1,Philip Kaufmann,I
1869,1,Wladimir J. van der Laan,I
1873,2,Pieter Wuille,I
1876,1,Philip Kaufmann,I
1883,1,Wladimir J. van der Laan,I
1884,1,Philip Kaufmann,I
1893,1,Wladimir J. van der Laan,I
1897,1,Philip Kaufmann,I
1900,2,Wladimir J. van der Laan,I
1903,1,Wladimir J. van der Laan,I
1904,1,Philip Kaufmann,I
1905,1,Philip Kaufmann,I
1906,1,Wladimir J. van der Laan,I
1907,1,Philip Kaufmann,I
1908,1,Philip Kaufmann,I
1910,1,Pieter Wuille,I
1914,1,Philip Kaufmann,I
1919,1,Wladimir J. van der Laan,I
1920,1,Wladimir J. van der Laan,I
1922,3,Pieter Wuille,I
1924,1,Philip Kaufmann,I
1929,1,Pieter Wuille,I
1934,1,Pieter Wuille,I
1935,1,Wladimir J. van der Laan,I
1936,1,Wladimir J. van der Laan,I
1939,1,Philip Kaufmann,I
1940,1,Philip Kaufmann,I
1941,1,Philip Kaufmann,I
1942,4,Pieter Wuille,I
1944,1,Wladimir J. van der Laan,I
1945,2,Wladimir J. van der Laan,I
1946,1,Philip Kaufmann,I
1947,1,Philip Kaufmann,I
1948,1,Philip Kaufmann,I
1949,1,Wladimir J. van der Laan,I
1951,1,Philip Kaufmann,I
1952,1,Philip Kaufmann,I
1953,1,Wladimir J. van der Laan,I
1954,3,Pieter Wuille,I
1955,1,Philip Kaufmann,I
1956,1,Philip Kaufmann,I
1957,1,Philip Kaufmann,I
1958,1,Pieter Wuille,I
1960,2,Pieter Wuille,I
1961,1,Philip Kaufmann,I
1962,1,Philip Kaufmann,I
1963,1,Philip Kaufmann,I
1966,2,Wladimir J. van der Laan,I
1968,1,Philip Kaufmann,I
1969,1,Philip Kaufmann,I
1971,1,Philip Kaufmann,I
1974,1,Pieter Wuille,I
1975,1,Philip Kaufmann,I
1976,1,Philip Kaufmann,I
1977,1,Philip Kaufmann,I
1978,2,Wladimir J. van der Laan,I
1983,1,Philip Kaufmann,I
1985,1,Wladimir J. van der Laan,I
1987,3,Pieter Wuille,I
1988,1,Philip Kaufmann,I
1989,4,Wladimir J. van der Laan,I
1990,1,Philip Kaufmann,I
1991,1,Philip Kaufmann,I
1993,1,Philip Kaufmann,I
1994,1,Philip Kaufmann,I
1995,1,Wladimir J. van der Laan,I
1996,1,Wladimir J. van der Laan,I
1999,1,Pieter Wuille,I
2000,1,Philip Kaufmann,I
2001,1,Wladimir J. van der Laan,I
2003,1,Philip Kaufmann,I
2006,1,Philip Kaufmann,I
2008,1,Wladimir J. van der Laan,I
2009,1,Philip Kaufmann,I
2010,1,Philip Kaufmann,I
2012,1,Philip Kaufmann,I
2013,1,Philip Kaufmann,I
2014,2,Philip Kaufmann,I
2017,1,Wladimir J. van der Laan,I
2018,1,Pieter Wuille,I
2026,1,Philip Kaufmann,I
2030,1,Pieter Wuille,I
2031,1,Wladimir J. van der Laan,I
2032,3,Wladimir J. van der Laan,I
2035,2,Pieter Wuille,I
2039,1,Pieter Wuille,I
2040,1,Pieter Wuille,I
2041,2,Wladimir J. van der Laan,I
2042,1,Pieter Wuille,I
2044,2,Pieter Wuille,I
2045,1,Pieter Wuille,I
2048,9,Wladimir J. van der Laan,I
2053,1,Wladimir J. van der Laan,I
2054,1,Wladimir J. van der Laan,I
2058,1,Wladimir J. van der Laan,I
2059,1,Philip Kaufmann,I
2060,1,Wladimir J. van der Laan,I
2061,1,Wladimir J. van der Laan,I
2063,1,Pieter Wuille,I
2065,1,Wladimir J. van der Laan,I
2073,1,Pieter Wuille,I
2075,1,Wladimir J. van der Laan,I
2096,1,Pieter Wuille,I
2097,1,Philip Kaufmann,I
2104,1,Pieter Wuille,I
2106,2,Philip Kaufmann,I
2115,2,Pieter Wuille,I
2117,1,Philip Kaufmann,I
2125,1,Wladimir J. van der Laan,I
2135,1,Philip Kaufmann,I
2140,10,Wladimir J. van der Laan,I
2144,1,Pieter Wuille,I
2149,1,Philip Kaufmann,I
2153,1,Pieter Wuille,I
2159,1,Philip Kaufmann,I
2169,1,Philip Kaufmann,I
2172,1,Philip Kaufmann,I
2174,1,Philip Kaufmann,I
2177,1,Pieter Wuille,I
2183,1,Pieter Wuille,I
2188,1,Philip Kaufmann,I
2203,1,Wladimir J. van der Laan,I
2213,3,Philip Kaufmann,I
2214,1,Pieter Wuille,I
2216,1,Pieter Wuille,I
2219,1,Pieter Wuille,I
2221,4,Philip Kaufmann,I
2226,1,Wladimir J. van der Laan,I
2228,1,Philip Kaufmann,I
2236,1,Pieter Wuille,I
2238,1,Philip Kaufmann,I
2239,1,Wladimir J. van der Laan,I
2242,2,Philip Kaufmann,I
2243,2,Philip Kaufmann,I
2245,1,Pieter Wuille,I
2246,1,Wladimir J. van der Laan,I
2247,1,Pieter Wuille,I
2250,1,Philip Kaufmann,I
2251,1,Wladimir J. van der Laan,I
2271,2,Pieter Wuille,I
2272,1,Wladimir J. van der Laan,I
2273,1,Pieter Wuille,I
2274,1,Pieter Wuille,I
2276,1,Wladimir J. van der Laan,I
2277,1,Pieter Wuille,I
2289,1,Pieter Wuille,I
2290,1,Pieter Wuille,I
2293,1,Pieter Wuille,I
2294,1,Pieter Wuille,I
2295,1,Pieter Wuille,I
2296,1,Pieter Wuille,I
2297,1,Pieter Wuille,I
2298,1,Wladimir J. van der Laan,I
2299,1,Pieter Wuille,I
2300,3,Pieter Wuille,I
2301,1,Pieter Wuille,I
2303,1,Wladimir J. van der Laan,I
2304,1,Wladimir J. van der Laan,I
2305,1,Wladimir J. van der Laan,I
2307,1,Wladimir J. van der Laan,I
2308,2,Wladimir J. van der Laan,I
2312,1,Pieter Wuille,I
2314,1,Pieter Wuille,I
2316,2,Wladimir J. van der Laan,I
2320,2,Pieter Wuille,I
2321,3,Pieter Wuille,I
2322,1,Pieter Wuille,I
2324,1,Pieter Wuille,I
2325,1,Pieter Wuille,I
2326,1,Wladimir J. van der Laan,I
2328,1,Pieter Wuille,I
2332,1,Pieter Wuille,I
2343,1,Pieter Wuille,I
2344,1,Pieter Wuille,I
2345,1,Pieter Wuille,I
2360,3,Wladimir J. van der Laan,I
2368,1,Wladimir J. van der Laan,I
2370,1,Wladimir J. van der Laan,I
2373,1,Pieter Wuille,I
2375,1,Pieter Wuille,I
2378,1,Wladimir J. van der Laan,I
2380,1,Wladimir J. van der Laan,I
2422,1,Wladimir J. van der Laan,I
2425,1,Wladimir J. van der Laan,I
2429,1,Wladimir J. van der Laan,I
2438,4,Wladimir J. van der Laan,I
2458,1,Wladimir J. van der Laan,I
2474,3,Pieter Wuille,I
2478,2,Wladimir J. van der Laan,I
2481,3,Wladimir J. van der Laan,I
2483,1,Wladimir J. van der Laan,I
2492,1,Wladimir J. van der Laan,I
2493,1,Wladimir J. van der Laan,I
2496,1,Pieter Wuille,I
2506,1,Wladimir J. van der Laan,I
2512,2,Wladimir J. van der Laan,I
2519,1,Wladimir J. van der Laan,I
2530,7,Wladimir J. van der Laan,I
2543,5,Pieter Wuille,I
2588,1,Wladimir J. van der Laan,I
2591,1,Wladimir J. van der Laan,I
2596,11,Wladimir J. van der Laan,I
2627,1,Pieter Wuille,I
2631,6,Pieter Wuille,I
2637,1,Pieter Wuille,I
2640,237,Wladimir J. van der Laan,I
2780,1,Pieter Wuille,I
2803,1,Pieter Wuille,I
2805,1,Wladimir J. van der Laan,I
2813,1,Pieter Wuille,I
2816,2,Pieter Wuille,I
2868,1,Pieter Wuille,I
2871,4,Pieter Wuille,I
2903,1,Wladimir J. van der Laan,I
2906,1,Wladimir J. van der Laan,I
2917,1,Pieter Wuille,I
2939,1,Pieter Wuille,I
2956,1,Pieter Wuille,I
2970,2,Pieter Wuille,I
2975,1,Wladimir J. van der Laan,I
2979,1,Pieter Wuille,I
2991,1,Wladimir J. van der Laan,I
2994,1,Pieter Wuille,I
3001,1,Wladimir J. van der Laan,I
3021,1,Pieter Wuille,I
93589,1,Josh Suereth,O
93590,2,Josh Suereth,O
93591,3,Josh Suereth,O
93592,1,Josh Suereth,O
93593,16,Josh Suereth,O
93594,3,Josh Suereth,O
93595,12,Josh Suereth,O
93596,34,Josh Suereth,O
93597,5,Josh Suereth,O
93598,29,Josh Suereth,O
93599,47,Josh Suereth,O
93600,34,Josh Suereth,O
93601,68,Josh Suereth,O
93602,71,Josh Suereth,O
93603,37,Josh Suereth,O
93604,25,Josh Suereth,O
93605,1,Josh Suereth,O
93629,1,Jason Zaugg,O
93630,1,Jason Zaugg,O
93631,1,Jason Zaugg,O
93632,34,Jason Zaugg,O
93633,15,Jason Zaugg,O
93634,6,Jason Zaugg,O
93635,2,Jason Zaugg,O
93636,6,Jason Zaugg,O
93637,8,Jason Zaugg,O
93638,18,Jason Zaugg,O
93639,23,Jason Zaugg,O
93640,55,Jason Zaugg,O
93641,20,Jason Zaugg,O
93642,28,Jason Zaugg,O
93643,62,Jason Zaugg,O
93644,36,Jason Zaugg,O
93645,25,Jason Zaugg,O
93646,14,Jason Zaugg,O
93647,44,Jason Zaugg,O
93648,77,Jason Zaugg,O
93649,1,Jason Zaugg,O
93652,53,Paul Phillips,O
93653,31,Paul Phillips,O
93654,29,Paul Phillips,O
93655,80,Paul Phillips,O
93656,74,Paul Phillips,O
93657,56,Paul Phillips,O
93658,86,Paul Phillips,O
93659,73,Paul Phillips,O
93660,103,Paul Phillips,O
93661,14,Paul Phillips,O
93662,1,Paul Phillips,O
93663,1,Paul Phillips,O
93664,1,Paul Phillips,O
93665,86,Paul Phillips,O
93666,121,Paul Phillips,O
93667,124,Paul Phillips,O
93668,101,Paul Phillips,O
93669,121,Paul Phillips,O
93670,102,Paul Phillips,O
93671,11,Paul Phillips,O
93672,52,Paul Phillips,O
93673,47,Paul Phillips,O
93674,97,Paul Phillips,O
93675,35,Paul Phillips,O
93676,33,Paul Phillips,O
93677,45,Paul Phillips,O
93678,77,Paul Phillips,O
93679,12,Paul Phillips,O
93680,40,Paul Phillips,O
93681,91,Paul Phillips,O
93682,78,Paul Phillips,O
93683,18,Paul Phillips,O
93684,3,Paul Phillips,O
93685,54,Paul Phillips,O
93686,27,Paul Phillips,O
93687,4,Paul Phillips,O
93697,2,Philipp Haller,O
93698,5,Philipp Haller,O
93699,9,Philipp Haller,O
93700,4,Philipp Haller,O
93701,7,Philipp Haller,O
93702,18,Philipp Haller,O
93703,20,Philipp Haller,O
93704,1,Philipp Haller,O
93705,16,Philipp Haller,O
93706,17,Philipp Haller,O
93707,6,Philipp Haller,O
93708,10,Philipp Haller,O
93709,14,Philipp Haller,O
93710,3,Philipp Haller,O
93711,13,Philipp Haller,O
93712,3,Philipp Haller,O
93713,15,Philipp Haller,O
93714,1,Philipp Haller,O
93715,7,Philipp Haller,O
93716,1,Philipp Haller,O
93717,3,Philipp Haller,O
93718,29,Philipp Haller,O
93719,16,Philipp Haller,O
93720,13,Philipp Haller,O
93721,7,Philipp Haller,O
93722,1,Philipp Haller,O
93723,17,Philipp Haller,O
93724,19,Philipp Haller,O
93725,13,Philipp Haller,O
93726,18,Philipp Haller,O
93727,6,Philipp Haller,O
93728,6,Philipp Haller,O
93729,16,Philipp Haller,O
93730,3,Philipp Haller,O
93731,1,Philipp Haller,O
93732,5,Philipp Haller,O
93733,36,Philipp Haller,O
93734,18,Philipp Haller,O
93735,26,Philipp Haller,O
93736,11,Philipp Haller,O
93737,18,Philipp Haller,O
93738,19,Philipp Haller,O
93739,9,Philipp Haller,O
93740,1,Philipp Haller,O
93741,5,Philipp Haller,O
93742,12,Philipp Haller,O
93743,3,Philipp Haller,O
93744,4,Philipp Haller,O
93745,3,Philipp Haller,O
93746,1,Philipp Haller,O
93747,1,Philipp Haller,O
93748,1,Philipp Haller,O
93749,1,Philipp Haller,O
93750,1,Philipp Haller,O
93751,1,Philipp Haller,O
93752,1,Philipp Haller,O
93776,2,Adriaan Moors,O
93777,3,Adriaan Moors,O
93778,16,Adriaan Moors,O
93779,10,Adriaan Moors,O
93780,2,Adriaan Moors,O
93781,22,Adriaan Moors,O
93782,5,Adriaan Moors,O
93783,1,Adriaan Moors,O
93784,1,Adriaan Moors,O
93785,6,Adriaan Moors,O
93786,1,Adriaan Moors,O
93787,1,Adriaan Moors,O
93788,1,Adriaan Moors,O
93789,1,Adriaan Moors,O
93790,18,Adriaan Moors,O
93791,4,Adriaan Moors,O
93792,18,Adriaan Moors,O
93793,11,Adriaan Moors,O
93794,3,Adriaan Moors,O
93795,6,Adriaan Moors,O
93796,1,Adriaan Moors,O
93797,8,Adriaan Moors,O
93798,38,Adriaan Moors,O
93799,28,Adriaan Moors,O
93800,68,Adriaan Moors,O
93801,54,Adriaan Moors,O
93802,133,Adriaan Moors,O
93803,39,Adriaan Moors,O
93804,9,Adriaan Moors,O
93805,37,Adriaan Moors,O
93806,52,Adriaan Moors,O
93807,45,Adriaan Moors,O
93808,42,Adriaan Moors,O
93809,57,Adriaan Moors,O
93810,36,Adriaan Moors,O
93811,29,Adriaan Moors,O
93812,26,Adriaan Moors,O
93813,39,Adriaan Moors,O
93814,42,Adriaan Moors,O
93815,1,Adriaan Moors,O
93816,2,Adriaan Moors,O
93861,14,Eugene Burmako,O
93862,13,Eugene Burmako,O
93863,20,Eugene Burmako,O
93864,38,Eugene Burmako,O
93865,14,Eugene Burmako,O
93866,49,Eugene Burmako,O
93867,44,Eugene Burmako,O
93868,64,Eugene Burmako,O
93869,92,Eugene Burmako,O
93870,25,Eugene Burmako,O
93871,17,Eugene Burmako,O
93872,23,Eugene Burmako,O
93873,16,Eugene Burmako,O
93874,41,Eugene Burmako,O
93875,13,Eugene Burmako,O
93876,11,Eugene Burmako,O
93877,16,Eugene Burmako,O
93878,6,Eugene Burmako,O
93879,9,Eugene Burmako,O
