PQID,CMT,UNM,CAT
1286,1,Philip Kaufmann,M
1290,1,Philip Kaufmann,M
1291,1,Philip Kaufmann,M
1292,1,Pieter Wuille,M
1299,3,Pieter Wuille,M
1302,22,Winston Chang,M
1308,1,Philip Kaufmann,M
1334,1,Pieter Wuille,M
1341,1,Pieter Wuille,M
1347,1,Philip Kaufmann,M
1362,15,Winston Chang,M
1365,1,Philip Kaufmann,M
1370,1,Philip Kaufmann,M
1383,1,Philip Kaufmann,M
1387,1,Pieter Wuille,M
1388,8,Pieter Wuille,M
1392,1,Philip Kaufmann,M
1396,2,Pieter Wuille,M
1398,1,Philip Kaufmann,M
1401,2,Luke-Jr,M
1402,1,Luke-Jr,M
1403,1,Pieter Wuille,M
1408,1,Philip Kaufmann,M
1409,1,Wladimir J. van der Laan,M
1410,1,Philip Kaufmann,M
1411,1,Philip Kaufmann,M
1412,1,Philip Kaufmann,M
1415,1,Luke-Jr,M
1416,1,Pieter Wuille,M
1417,1,Luke-Jr,M
1418,1,Philip Kaufmann,M
1421,1,Pieter Wuille,M
1423,1,Philip Kaufmann,M
1428,1,Philip Kaufmann,M
1430,1,Philip Kaufmann,M
1434,1,Philip Kaufmann,M
1442,1,Pieter Wuille,M
1443,1,Pieter Wuille,M
1444,1,Pieter Wuille,M
1446,1,Philip Kaufmann,M
1452,1,Matt Corallo,M
1453,4,Matt Corallo,M
1455,2,Pieter Wuille,M
1456,1,Philip Kaufmann,M
1458,1,Wladimir J. van der Laan,M
1460,1,Philip Kaufmann,M
1463,5,Pieter Wuille,M
1466,4,Pieter Wuille,M
1467,1,Philip Kaufmann,M
1468,1,Philip Kaufmann,M
1470,1,Pieter Wuille,M
1471,1,Pieter Wuille,M
1472,30,Pieter Wuille,M
1473,1,Pieter Wuille,M
1475,1,Luke-Jr,M
1480,1,Wladimir J. van der Laan,M
1483,2,Philip Kaufmann,M
1488,1,Philip Kaufmann,M
1489,1,Philip Kaufmann,M
1490,1,Pieter Wuille,M
1491,1,Philip Kaufmann,M
1492,1,Philip Kaufmann,M
1495,2,Wladimir J. van der Laan,M
1496,1,Wladimir J. van der Laan,M
1497,1,Wladimir J. van der Laan,M
1498,1,Wladimir J. van der Laan,M
1501,1,Philip Kaufmann,M
1504,3,Wladimir J. van der Laan,M
1505,1,Philip Kaufmann,M
1508,1,Wladimir J. van der Laan,M
1509,1,Philip Kaufmann,M
1511,1,Pieter Wuille,M
1515,29,Luke-Jr,M
1530,1,Philip Kaufmann,M
1532,1,Philip Kaufmann,M
1550,1,Pieter Wuille,M
1558,1,Wladimir J. van der Laan,M
1560,1,Wladimir J. van der Laan,M
1561,4,Wladimir J. van der Laan,M
1563,1,Luke-Jr,M
1564,1,Luke-Jr,M
1565,1,Luke-Jr,M
1566,1,Philip Kaufmann,M
1568,1,Luke-Jr,M
1570,2,Matt Corallo,M
1574,1,Philip Kaufmann,M
1581,1,Philip Kaufmann,M
1587,1,Philip Kaufmann,M
1588,1,Luke-Jr,M
1591,1,Philip Kaufmann,M
1592,1,Luke-Jr,M
1594,1,Philip Kaufmann,M
1595,1,Philip Kaufmann,M
1596,2,Wladimir J. van der Laan,M
1598,1,Philip Kaufmann,M
1600,1,Wladimir J. van der Laan,M
1601,1,Philip Kaufmann,M
1602,1,Wladimir J. van der Laan,M
1604,1,Pieter Wuille,M
1608,1,Pieter Wuille,M
1615,1,Philip Kaufmann,M
1616,1,Philip Kaufmann,M
1618,1,Matt Corallo,M
1622,1,Wladimir J. van der Laan,M
1623,1,Wladimir J. van der Laan,M
1624,1,Philip Kaufmann,M
1628,1,Wladimir J. van der Laan,M
1629,1,Pieter Wuille,M
1635,1,Wladimir J. van der Laan,M
1636,1,Wladimir J. van der Laan,M
1640,1,Pieter Wuille,M
1647,1,Philip Kaufmann,M
1648,1,Philip Kaufmann,M
1651,1,Matt Corallo,M
1652,1,Philip Kaufmann,M
1653,1,Philip Kaufmann,M
1654,1,Philip Kaufmann,M
1656,1,Philip Kaufmann,M
1660,1,Wladimir J. van der Laan,M
1662,4,Matt Corallo,M
1665,3,Matt Corallo,M
1666,1,Philip Kaufmann,M
1668,3,Luke-Jr,M
1669,1,Philip Kaufmann,M
1670,4,Luke-Jr,M
1672,1,Philip Kaufmann,M
1675,2,Philip Kaufmann,M
1676,1,Philip Kaufmann,M
1681,1,Wladimir J. van der Laan,M
1687,1,Luke-Jr,M
1690,1,Philip Kaufmann,M
1691,1,Philip Kaufmann,M
1701,1,Wladimir J. van der Laan,M
1702,1,Philip Kaufmann,M
1709,1,Philip Kaufmann,M
1712,1,Philip Kaufmann,M
1713,1,Philip Kaufmann,M
1714,2,Luke-Jr,M
1716,1,Philip Kaufmann,M
1719,1,Wladimir J. van der Laan,M
1721,1,Wladimir J. van der Laan,M
1722,1,Philip Kaufmann,M
1727,1,Philip Kaufmann,M
1730,1,Philip Kaufmann,M
1731,1,Matt Corallo,M
1733,1,Matt Corallo,M
1737,1,Philip Kaufmann,M
1739,5,Matt Corallo,M
1740,1,Matt Corallo,M
1742,2,Matt Corallo,M
1744,1,Philip Kaufmann,M
1754,4,Matt Corallo,M
1758,1,Matt Corallo,M
1759,1,Philip Kaufmann,M
1761,1,Philip Kaufmann,M
1774,1,Luke-Jr,M
1776,1,Philip Kaufmann,M
1779,1,Luke-Jr,M
1781,1,Pieter Wuille,M
1783,47,Matt Corallo,M
1785,1,Luke-Jr,M
1790,1,Philip Kaufmann,M
1792,1,Philip Kaufmann,M
1796,1,Philip Kaufmann,M
1798,1,Pieter Wuille,M
1799,1,Wladimir J. van der Laan,M
1806,1,Philip Kaufmann,M
1807,1,Matt Corallo,M
1808,1,Philip Kaufmann,M
1809,1,Wladimir J. van der Laan,M
1811,1,Matt Corallo,M
1812,1,Philip Kaufmann,M
1815,1,Matt Corallo,M
1818,3,Luke-Jr,M
1822,1,Matt Corallo,M
1823,1,Philip Kaufmann,M
1824,1,Philip Kaufmann,M
1825,1,Philip Kaufmann,M
1826,1,Philip Kaufmann,M
1830,1,Philip Kaufmann,M
1836,2,Matt Corallo,M
1838,1,Philip Kaufmann,M
1840,1,Luke-Jr,M
1847,1,Philip Kaufmann,M
1848,1,Philip Kaufmann,M
1854,1,Wladimir J. van der Laan,M
1862,1,Pieter Wuille,M
1863,1,Philip Kaufmann,M
1866,1,Philip Kaufmann,M
1867,1,Philip Kaufmann,M
1869,1,Wladimir J. van der Laan,M
1872,1,Luke-Jr,M
1873,2,Pieter Wuille,M
1874,1,Luke-Jr,M
1876,1,Philip Kaufmann,M
1881,1,Luke-Jr,M
1883,1,Wladimir J. van der Laan,M
1897,1,Philip Kaufmann,M
1900,2,Wladimir J. van der Laan,M
1904,1,Philip Kaufmann,M
1905,1,Philip Kaufmann,M
1906,1,Wladimir J. van der Laan,M
1907,1,Philip Kaufmann,M
1908,1,Philip Kaufmann,M
1910,1,Pieter Wuille,M
1914,1,Philip Kaufmann,M
1919,1,Wladimir J. van der Laan,M
1929,1,Pieter Wuille,M
1934,1,Pieter Wuille,M
1935,1,Wladimir J. van der Laan,M
1936,1,Wladimir J. van der Laan,M
1939,1,Philip Kaufmann,M
1941,1,Philip Kaufmann,M
1944,1,Wladimir J. van der Laan,M
1946,1,Philip Kaufmann,M
1947,1,Philip Kaufmann,M
1949,1,Wladimir J. van der Laan,M
1951,1,Philip Kaufmann,M
1952,1,Philip Kaufmann,M
1953,1,Wladimir J. van der Laan,M
1954,3,Pieter Wuille,M
1956,1,Philip Kaufmann,M
1958,1,Pieter Wuille,M
1960,2,Pieter Wuille,M
1962,1,Philip Kaufmann,M
1965,3,Luke-Jr,M
1966,2,Wladimir J. van der Laan,M
1968,1,Philip Kaufmann,M
1971,1,Philip Kaufmann,M
1973,1,Matt Corallo,M
1974,1,Pieter Wuille,M
1975,1,Philip Kaufmann,M
1976,1,Philip Kaufmann,M
1977,1,Philip Kaufmann,M
1978,2,Wladimir J. van der Laan,M
1979,1,Luke-Jr,M
1983,1,Philip Kaufmann,M
1985,1,Wladimir J. van der Laan,M
1988,1,Philip Kaufmann,M
1989,4,Wladimir J. van der Laan,M
1993,1,Philip Kaufmann,M
1995,1,Wladimir J. van der Laan,M
1998,1,Luke-Jr,M
1999,1,Pieter Wuille,M
2000,1,Philip Kaufmann,M
2001,1,Wladimir J. van der Laan,M
2006,1,Philip Kaufmann,M
2008,1,Wladimir J. van der Laan,M
2010,1,Philip Kaufmann,M
2012,1,Philip Kaufmann,M
2013,1,Philip Kaufmann,M
2014,2,Philip Kaufmann,M
2017,1,Wladimir J. van der Laan,M
2026,1,Philip Kaufmann,M
2028,1,Luke-Jr,M
2030,1,Pieter Wuille,M
2031,1,Wladimir J. van der Laan,M
2033,3,Luke-Jr,M
2035,2,Pieter Wuille,M
2039,1,Pieter Wuille,M
2040,1,Pieter Wuille,M
2042,1,Pieter Wuille,M
2043,3,Luke-Jr,M
2044,2,Pieter Wuille,M
2045,1,Pieter Wuille,M
2048,9,Wladimir J. van der Laan,M
2052,1,Luke-Jr,M
2059,1,Philip Kaufmann,M
2060,1,Wladimir J. van der Laan,M
2061,1,Wladimir J. van der Laan,M
2063,1,Pieter Wuille,M
2075,1,Wladimir J. van der Laan,M
2092,1,Luke-Jr,M
2096,1,Pieter Wuille,M
2097,1,Philip Kaufmann,M
2115,2,Pieter Wuille,M
2117,1,Philip Kaufmann,M
2125,1,Wladimir J. van der Laan,M
2135,1,Philip Kaufmann,M
2140,10,Wladimir J. van der Laan,M
2149,1,Philip Kaufmann,M
2159,1,Philip Kaufmann,M
2169,1,Philip Kaufmann,M
2177,1,Pieter Wuille,M
2183,1,Pieter Wuille,M
2193,1,Luke-Jr,M
2195,1,Matt Corallo,M
2198,1,Matt Corallo,M
2203,1,Wladimir J. van der Laan,M
2212,1,Luke-Jr,M
2214,1,Pieter Wuille,M
2216,1,Pieter Wuille,M
2217,1,Matt Corallo,M
2219,1,Pieter Wuille,M
2221,4,Philip Kaufmann,M
2226,1,Wladimir J. van der Laan,M
2228,1,Philip Kaufmann,M
2236,1,Pieter Wuille,M
2238,1,Philip Kaufmann,M
2239,1,Wladimir J. van der Laan,M
2242,2,Philip Kaufmann,M
2244,1,Matt Corallo,M
2245,1,Pieter Wuille,M
2246,1,Wladimir J. van der Laan,M
2247,1,Pieter Wuille,M
2251,1,Wladimir J. van der Laan,M
2254,1,Luke-Jr,M
2265,1,Matt Corallo,M
2271,2,Pieter Wuille,M
2274,1,Pieter Wuille,M
2276,1,Wladimir J. van der Laan,M
2278,2,Luke-Jr,M
2284,1,Matt Corallo,M
2285,3,Luke-Jr,M
2287,1,Luke-Jr,M
2289,1,Pieter Wuille,M
2290,1,Pieter Wuille,M
2291,1,Luke-Jr,M
2293,1,Pieter Wuille,M
2295,1,Pieter Wuille,M
2298,1,Wladimir J. van der Laan,M
2299,1,Pieter Wuille,M
2303,1,Wladimir J. van der Laan,M
2304,1,Wladimir J. van der Laan,M
2305,1,Wladimir J. van der Laan,M
2314,1,Pieter Wuille,M
2316,2,Wladimir J. van der Laan,M
2320,2,Pieter Wuille,M
2321,3,Pieter Wuille,M
2322,1,Pieter Wuille,M
2325,1,Pieter Wuille,M
2326,1,Wladimir J. van der Laan,M
2327,1,Matt Corallo,M
2330,1,Luke-Jr,M
2331,2,Matt Corallo,M
2333,3,Luke-Jr,M
2342,1,Matt Corallo,M
2343,1,Pieter Wuille,M
2344,1,Pieter Wuille,M
2346,13,Luke-Jr,M
2348,2,Luke-Jr,M
2349,1,Matt Corallo,M
2359,1,Luke-Jr,M
2360,3,Wladimir J. van der Laan,M
2364,1,Luke-Jr,M
2365,1,Luke-Jr,M
2368,1,Wladimir J. van der Laan,M
2370,1,Wladimir J. van der Laan,M
2373,1,Pieter Wuille,M
2375,1,Pieter Wuille,M
2380,1,Wladimir J. van der Laan,M
2382,4,Matt Corallo,M
2393,1,Luke-Jr,M
2398,1,Matt Corallo,M
2406,2,Luke-Jr,M
2408,12,Luke-Jr,M
2413,1,Matt Corallo,M
2420,1,Matt Corallo,M
2425,1,Wladimir J. van der Laan,M
2427,1,Luke-Jr,M
2428,1,Luke-Jr,M
2432,1,Matt Corallo,M
2438,4,Wladimir J. van der Laan,M
2440,1,Matt Corallo,M
2443,2,Luke-Jr,M
2458,1,Wladimir J. van der Laan,M
2470,1,Luke-Jr,M
2472,1,Matt Corallo,M
2475,1,Luke-Jr,M
2481,3,Wladimir J. van der Laan,M
2483,1,Wladimir J. van der Laan,M
2487,4,Luke-Jr,M
2492,1,Wladimir J. van der Laan,M
2493,1,Wladimir J. van der Laan,M
2496,1,Pieter Wuille,M
2500,2,Matt Corallo,M
2502,3,Matt Corallo,M
2506,1,Wladimir J. van der Laan,M
2512,5,Wladimir J. van der Laan,M
2519,1,Wladimir J. van der Laan,M
2524,3,Matt Corallo,M
2530,8,Luke-Jr,M
2534,1,Luke-Jr,M
2537,1,Luke-Jr,M
2539,1,Luke-Jr,M
2543,5,Pieter Wuille,M
2549,4,Luke-Jr,M
2553,2,Luke-Jr,M
2555,1,Luke-Jr,M
2566,1,Luke-Jr,M
2570,1,Luke-Jr,M
2571,1,Luke-Jr,M
2573,2,Luke-Jr,M
2574,2,Luke-Jr,M
2576,1,Luke-Jr,M
2578,1,Luke-Jr,M
2579,1,Luke-Jr,M
2581,1,Luke-Jr,M
2582,9,Luke-Jr,M
2585,1,Matt Corallo,M
2588,1,Wladimir J. van der Laan,M
2591,1,Wladimir J. van der Laan,M
2596,11,Wladimir J. van der Laan,M
2618,1,Matt Corallo,M
2623,1,Matt Corallo,M
2625,1,Matt Corallo,M
2627,1,Pieter Wuille,M
2629,1,Matt Corallo,M
2631,6,Pieter Wuille,M
2637,1,Pieter Wuille,M
2640,237,Wladimir J. van der Laan,M
2674,1,Matt Corallo,M
2679,6,Luke-Jr,M
2706,1,Matt Corallo,M
2737,1,Matt Corallo,M
2740,3,Matt Corallo,M
2769,2,Matt Corallo,M
2777,2,Matt Corallo,M
2780,1,Pieter Wuille,M
2785,1,Matt Corallo,M
2803,1,Pieter Wuille,M
2804,5,Сергей AKA /dev/rsa,M
2805,1,Wladimir J. van der Laan,M
2813,1,Pieter Wuille,M
2821,1,Matt Corallo,M
2847,1,Matt Corallo,M
2853,1,Matt Corallo,M
2859,1,Matt Corallo,M
2868,1,Pieter Wuille,M
2870,1,Matt Corallo,M
2871,4,Pieter Wuille,M
2906,1,Wladimir J. van der Laan,M
2915,2,Matt Corallo,M
2917,1,Pieter Wuille,M
2921,1,Matt Corallo,M
2924,1,Matt Corallo,M
2929,1,Matt Corallo,M
2934,1,Matt Corallo,M
2939,1,Pieter Wuille,M
2943,1,Matt Corallo,M
2970,10,Matt Corallo,M
2975,1,Wladimir J. van der Laan,M
2991,1,Wladimir J. van der Laan,M
2994,1,Pieter Wuille,M
2996,213,Сергей AKA /dev/rsa,M
2999,1,Matt Corallo,M
3015,1,Matt Corallo,M
92682,1,Josh Suereth,O
92683,2,Josh Suereth,O
92684,3,Josh Suereth,O
92685,1,Josh Suereth,O
92686,16,Josh Suereth,O
92687,3,Josh Suereth,O
92688,12,Josh Suereth,O
92689,34,Josh Suereth,O
92690,5,Josh Suereth,O
92691,29,Josh Suereth,O
92692,47,Josh Suereth,O
92693,34,Josh Suereth,O
92694,68,Josh Suereth,O
92695,71,Josh Suereth,O
92696,37,Josh Suereth,O
92697,25,Josh Suereth,O
92698,1,Josh Suereth,O
92722,1,Jason Zaugg,O
92723,1,Jason Zaugg,O
92724,1,Jason Zaugg,O
92725,34,Jason Zaugg,O
92726,15,Jason Zaugg,O
92727,6,Jason Zaugg,O
92728,2,Jason Zaugg,O
92729,6,Jason Zaugg,O
92730,8,Jason Zaugg,O
92731,18,Jason Zaugg,O
92732,23,Jason Zaugg,O
92733,55,Jason Zaugg,O
92734,20,Jason Zaugg,O
92735,28,Jason Zaugg,O
92736,62,Jason Zaugg,O
92737,36,Jason Zaugg,O
92738,25,Jason Zaugg,O
92739,14,Jason Zaugg,O
92740,44,Jason Zaugg,O
92741,77,Jason Zaugg,O
92742,1,Jason Zaugg,O
92745,53,Paul Phillips,O
92746,31,Paul Phillips,O
92747,29,Paul Phillips,O
92748,80,Paul Phillips,O
92749,74,Paul Phillips,O
92750,56,Paul Phillips,O
92751,86,Paul Phillips,O
92752,73,Paul Phillips,O
92753,103,Paul Phillips,O
92754,14,Paul Phillips,O
92755,1,Paul Phillips,O
92756,1,Paul Phillips,O
92757,1,Paul Phillips,O
92758,86,Paul Phillips,O
92759,121,Paul Phillips,O
92760,124,Paul Phillips,O
92761,101,Paul Phillips,O
92762,121,Paul Phillips,O
92763,102,Paul Phillips,O
92764,11,Paul Phillips,O
92765,52,Paul Phillips,O
92766,47,Paul Phillips,O
92767,97,Paul Phillips,O
92768,35,Paul Phillips,O
92769,33,Paul Phillips,O
92770,45,Paul Phillips,O
92771,77,Paul Phillips,O
92772,12,Paul Phillips,O
92773,40,Paul Phillips,O
92774,91,Paul Phillips,O
92775,78,Paul Phillips,O
92776,18,Paul Phillips,O
92777,3,Paul Phillips,O
92778,54,Paul Phillips,O
92779,27,Paul Phillips,O
92780,4,Paul Phillips,O
92790,2,Philipp Haller,O
92791,5,Philipp Haller,O
92792,9,Philipp Haller,O
92793,4,Philipp Haller,O
92794,7,Philipp Haller,O
92795,18,Philipp Haller,O
92796,20,Philipp Haller,O
92797,1,Philipp Haller,O
92798,16,Philipp Haller,O
92799,17,Philipp Haller,O
92800,6,Philipp Haller,O
92801,10,Philipp Haller,O
92802,14,Philipp Haller,O
92803,3,Philipp Haller,O
92804,13,Philipp Haller,O
92805,3,Philipp Haller,O
92806,15,Philipp Haller,O
92807,1,Philipp Haller,O
92808,7,Philipp Haller,O
92809,1,Philipp Haller,O
92810,3,Philipp Haller,O
92811,29,Philipp Haller,O
92812,16,Philipp Haller,O
92813,13,Philipp Haller,O
92814,7,Philipp Haller,O
92815,1,Philipp Haller,O
92816,17,Philipp Haller,O
92817,19,Philipp Haller,O
92818,13,Philipp Haller,O
92819,18,Philipp Haller,O
92820,6,Philipp Haller,O
92821,6,Philipp Haller,O
92822,16,Philipp Haller,O
92823,3,Philipp Haller,O
92824,1,Philipp Haller,O
92825,5,Philipp Haller,O
92826,36,Philipp Haller,O
92827,18,Philipp Haller,O
92828,26,Philipp Haller,O
92829,11,Philipp Haller,O
92830,18,Philipp Haller,O
92831,19,Philipp Haller,O
92832,9,Philipp Haller,O
92833,1,Philipp Haller,O
92834,5,Philipp Haller,O
92835,12,Philipp Haller,O
92836,3,Philipp Haller,O
92837,4,Philipp Haller,O
92838,3,Philipp Haller,O
92839,1,Philipp Haller,O
92840,1,Philipp Haller,O
92841,1,Philipp Haller,O
92842,1,Philipp Haller,O
92843,1,Philipp Haller,O
92844,1,Philipp Haller,O
92845,1,Philipp Haller,O
92869,2,Adriaan Moors,O
92870,3,Adriaan Moors,O
92871,16,Adriaan Moors,O
92872,10,Adriaan Moors,O
92873,2,Adriaan Moors,O
92874,22,Adriaan Moors,O
92875,5,Adriaan Moors,O
92876,1,Adriaan Moors,O
92877,1,Adriaan Moors,O
92878,6,Adriaan Moors,O
92879,1,Adriaan Moors,O
92880,1,Adriaan Moors,O
92881,1,Adriaan Moors,O
92882,1,Adriaan Moors,O
92883,18,Adriaan Moors,O
92884,4,Adriaan Moors,O
92885,18,Adriaan Moors,O
92886,11,Adriaan Moors,O
92887,3,Adriaan Moors,O
92888,6,Adriaan Moors,O
92889,1,Adriaan Moors,O
92890,8,Adriaan Moors,O
92891,38,Adriaan Moors,O
92892,28,Adriaan Moors,O
92893,68,Adriaan Moors,O
92894,54,Adriaan Moors,O
92895,133,Adriaan Moors,O
92896,39,Adriaan Moors,O
92897,9,Adriaan Moors,O
92898,37,Adriaan Moors,O
92899,52,Adriaan Moors,O
92900,45,Adriaan Moors,O
92901,42,Adriaan Moors,O
92902,57,Adriaan Moors,O
92903,36,Adriaan Moors,O
92904,29,Adriaan Moors,O
92905,26,Adriaan Moors,O
92906,39,Adriaan Moors,O
92907,42,Adriaan Moors,O
92908,1,Adriaan Moors,O
92909,2,Adriaan Moors,O
92954,14,Eugene Burmako,O
92955,13,Eugene Burmako,O
92956,20,Eugene Burmako,O
92957,38,Eugene Burmako,O
92958,14,Eugene Burmako,O
92959,49,Eugene Burmako,O
92960,44,Eugene Burmako,O
92961,64,Eugene Burmako,O
