PQID,CMT,UNM,CAT
92962,92,Eugene Burmako,O
92963,25,Eugene Burmako,O
92964,17,Eugene Burmako,O
92965,23,Eugene Burmako,O
92966,16,Eugene Burmako,O
92967,41,Eugene Burmako,O
92968,13,Eugene Burmako,O
92969,11,Eugene Burmako,O
92970,16,Eugene Burmako,O
92971,6,Eugene Burmako,O
92972,9,Eugene Burmako,O
92973,16,Eugene Burmako,O
92974,3,Eugene Burmako,O
92975,5,Grzegorz Kossakowski,O
92976,3,Grzegorz Kossakowski,O
92977,1,Grzegorz Kossakowski,O
92978,9,Grzegorz Kossakowski,O
92979,14,Grzegorz Kossakowski,O
92980,57,Grzegorz Kossakowski,O
92981,15,Grzegorz Kossakowski,O
92982,7,Grzegorz Kossakowski,O
92983,2,Grzegorz Kossakowski,O
92984,10,Grzegorz Kossakowski,O
92985,13,Grzegorz Kossakowski,O
92986,2,Grzegorz Kossakowski,O
92987,1,Grzegorz Kossakowski,O
92988,4,Grzegorz Kossakowski,O
92989,10,Grzegorz Kossakowski,O
92990,22,Grzegorz Kossakowski,O
92991,13,Grzegorz Kossakowski,O
92992,30,Grzegorz Kossakowski,O
92993,1,Grzegorz Kossakowski,O
92994,1,Lex Spoon,O
92995,6,Lex Spoon,O
92996,9,Lex Spoon,O
92997,25,Lex Spoon,O
92998,23,Lex Spoon,O
92999,10,Lex Spoon,O
93000,24,Lex Spoon,O
93001,42,Lex Spoon,O
93002,31,Lex Spoon,O
93003,7,Lex Spoon,O
93004,7,Lex Spoon,O
93005,3,Lex Spoon,O
93006,17,Lex Spoon,O
93007,1,Lex Spoon,O
93008,27,Lex Spoon,O
93009,24,Lex Spoon,O
93010,18,Lex Spoon,O
93011,29,Lex Spoon,O
93012,23,Lex Spoon,O
93013,26,Lex Spoon,O
93014,7,Lex Spoon,O
93015,8,Lex Spoon,O
93016,23,Lex Spoon,O
93017,6,Lex Spoon,O
93018,6,Lex Spoon,O
93019,2,Lex Spoon,O
93020,9,Lex Spoon,O
93021,2,Lex Spoon,O
93022,1,Lex Spoon,O
93023,3,Lex Spoon,O
93024,1,Lex Spoon,O
93025,1,Lex Spoon,O
93026,1,Lex Spoon,O
93036,6,Iulian Dragos,O
93037,3,Iulian Dragos,O
93038,4,Iulian Dragos,O
93039,3,Iulian Dragos,O
93040,2,Iulian Dragos,O
93041,4,Iulian Dragos,O
93042,5,Iulian Dragos,O
93043,2,Iulian Dragos,O
93044,14,Iulian Dragos,O
93045,17,Iulian Dragos,O
93046,21,Iulian Dragos,O
93047,13,Iulian Dragos,O
93048,5,Iulian Dragos,O
93049,2,Iulian Dragos,O
93050,8,Iulian Dragos,O
93051,2,Iulian Dragos,O
93052,7,Iulian Dragos,O
93053,4,Iulian Dragos,O
93054,5,Iulian Dragos,O
93055,13,Iulian Dragos,O
93056,5,Iulian Dragos,O
93057,9,Iulian Dragos,O
93058,18,Iulian Dragos,O
93059,2,Iulian Dragos,O
93060,13,Iulian Dragos,O
93061,17,Iulian Dragos,O
93062,17,Iulian Dragos,O
93063,8,Iulian Dragos,O
93064,6,Iulian Dragos,O
93065,7,Iulian Dragos,O
93066,17,Iulian Dragos,O
93067,15,Iulian Dragos,O
93068,7,Iulian Dragos,O
93069,12,Iulian Dragos,O
93070,21,Iulian Dragos,O
93071,4,Iulian Dragos,O
93072,7,Iulian Dragos,O
93073,4,Iulian Dragos,O
93074,4,Iulian Dragos,O
93075,10,Iulian Dragos,O
93076,21,Iulian Dragos,O
93077,12,Iulian Dragos,O
93078,9,Iulian Dragos,O
93079,28,Iulian Dragos,O
93080,11,Iulian Dragos,O
93081,9,Iulian Dragos,O
93082,9,Iulian Dragos,O
93083,6,Iulian Dragos,O
93084,3,Iulian Dragos,O
93085,14,Iulian Dragos,O
93086,9,Iulian Dragos,O
93087,12,Iulian Dragos,O
93088,12,Iulian Dragos,O
93089,7,Iulian Dragos,O
93090,7,Iulian Dragos,O
93091,13,Iulian Dragos,O
93092,11,Iulian Dragos,O
93093,4,Iulian Dragos,O
93094,1,Iulian Dragos,O
93095,2,Iulian Dragos,O
93096,1,Iulian Dragos,O
93097,6,Iulian Dragos,O
93098,2,Iulian Dragos,O
93099,5,Iulian Dragos,O
93100,5,Iulian Dragos,O
93101,3,Iulian Dragos,O
93102,8,Iulian Dragos,O
93103,4,Iulian Dragos,O
93104,1,Iulian Dragos,O
93105,1,Iulian Dragos,O
93106,1,Iulian Dragos,O
93107,2,Iulian Dragos,O
93142,10,Martin Odersky,O
93143,46,Martin Odersky,O
93144,12,Martin Odersky,O
93145,14,Martin Odersky,O
93146,11,Martin Odersky,O
93147,21,Martin Odersky,O
93148,26,Martin Odersky,O
93149,15,Martin Odersky,O
93150,16,Martin Odersky,O
93151,21,Martin Odersky,O
93152,5,Martin Odersky,O
93153,23,Martin Odersky,O
93154,2,Martin Odersky,O
93155,6,Martin Odersky,O
93156,13,Martin Odersky,O
93157,5,Martin Odersky,O
93158,5,Martin Odersky,O
93159,14,Martin Odersky,O
93160,3,Martin Odersky,O
93161,4,Martin Odersky,O
93162,2,Martin Odersky,O
93163,4,Martin Odersky,O
93164,2,Martin Odersky,O
93165,12,Martin Odersky,O
93166,8,Martin Odersky,O
93167,1,Martin Odersky,O
93168,11,Martin Odersky,O
93169,11,Martin Odersky,O
93170,5,Martin Odersky,O
93171,4,Martin Odersky,O
93172,19,Martin Odersky,O
93173,22,Martin Odersky,O
93174,32,Martin Odersky,O
93175,28,Martin Odersky,O
93176,22,Martin Odersky,O
93177,16,Martin Odersky,O
93178,22,Martin Odersky,O
93179,15,Martin Odersky,O
93180,25,Martin Odersky,O
93181,34,Martin Odersky,O
93182,24,Martin Odersky,O
93183,24,Martin Odersky,O
93184,40,Martin Odersky,O
93185,40,Martin Odersky,O
93186,28,Martin Odersky,O
93187,14,Martin Odersky,O
93188,34,Martin Odersky,O
93189,35,Martin Odersky,O
93190,45,Martin Odersky,O
93191,21,Martin Odersky,O
93192,23,Martin Odersky,O
93193,19,Martin Odersky,O
93194,24,Martin Odersky,O
93195,15,Martin Odersky,O
93196,4,Martin Odersky,O
93197,3,Martin Odersky,O
93198,36,Martin Odersky,O
93199,12,Martin Odersky,O
93200,32,Martin Odersky,O
93201,27,Martin Odersky,O
93202,7,Martin Odersky,O
93203,21,Martin Odersky,O
93204,22,Martin Odersky,O
93205,11,Martin Odersky,O
93206,20,Martin Odersky,O
93207,30,Martin Odersky,O
93208,12,Martin Odersky,O
93209,13,Martin Odersky,O
93210,4,Martin Odersky,O
93211,5,Martin Odersky,O
93212,12,Martin Odersky,O
93213,7,Martin Odersky,O
93214,8,Martin Odersky,O
93215,4,Martin Odersky,O
93216,37,Martin Odersky,O
93217,6,Martin Odersky,O
93218,13,Martin Odersky,O
93219,28,Martin Odersky,O
93220,15,Martin Odersky,O
93221,22,Martin Odersky,O
93222,15,Martin Odersky,O
93223,1,Martin Odersky,O
93224,6,Martin Odersky,O
93225,16,Martin Odersky,O
93226,4,Martin Odersky,O
93227,19,Martin Odersky,O
93228,3,Martin Odersky,O
93229,5,Martin Odersky,O
93230,28,Martin Odersky,O
93231,34,Martin Odersky,O
93232,16,Martin Odersky,O
93233,4,Martin Odersky,O
93234,2,Lukas Rytz,O
93235,17,Lukas Rytz,O
93236,24,Lukas Rytz,O
93237,7,Lukas Rytz,O
93238,7,Lukas Rytz,O
93239,20,Lukas Rytz,O
93240,11,Lukas Rytz,O
93241,10,Lukas Rytz,O
93242,4,Lukas Rytz,O
93243,1,Lukas Rytz,O
93244,5,Lukas Rytz,O
93245,6,Lukas Rytz,O
93246,4,Lukas Rytz,O
93247,1,Lukas Rytz,O
93248,9,Lukas Rytz,O
93249,17,Lukas Rytz,O
93250,8,Lukas Rytz,O
93251,6,Lukas Rytz,O
93252,18,Lukas Rytz,O
93253,8,Lukas Rytz,O
93254,7,Lukas Rytz,O
93255,2,Lukas Rytz,O
93256,1,Lukas Rytz,O
93257,5,Lukas Rytz,O
93258,1,Lukas Rytz,O
93259,19,Lukas Rytz,O
93260,18,Lukas Rytz,O
93261,3,Lukas Rytz,O
93262,2,Lukas Rytz,O
93263,8,Lukas Rytz,O
93264,5,Lukas Rytz,O
93405,1,michelou,O
93406,2,michelou,O
93407,11,michelou,O
93408,14,michelou,O
93409,33,michelou,O
93410,32,michelou,O
93411,27,michelou,O
93412,18,michelou,O
93413,11,michelou,O
93414,27,michelou,O
93415,24,michelou,O
93416,6,michelou,O
93417,19,michelou,O
93418,24,michelou,O
93419,7,michelou,O
93420,36,michelou,O
93421,1,michelou,O
93422,17,michelou,O
93423,12,michelou,O
93424,1,michelou,O
93425,12,michelou,O
93426,11,michelou,O
93427,15,michelou,O
93428,40,michelou,O
93429,19,michelou,O
93430,24,michelou,O
93431,27,michelou,O
93432,65,michelou,O
93433,130,michelou,O
93434,36,michelou,O
93435,23,michelou,O
93436,33,michelou,O
93437,20,michelou,O
93438,57,michelou,O
93439,25,michelou,O
93440,30,michelou,O
93441,49,michelou,O
93442,46,michelou,O
93443,20,michelou,O
93444,46,michelou,O
93445,55,michelou,O
93446,35,michelou,O
93447,28,michelou,O
93448,15,michelou,O
93449,20,michelou,O
93450,28,michelou,O
93451,52,michelou,O
93452,43,michelou,O
93453,51,michelou,O
93454,40,michelou,O
93455,19,michelou,O
93456,17,michelou,O
93457,27,michelou,O
93458,31,michelou,O
93459,23,michelou,O
93460,55,michelou,O
93461,69,michelou,O
93462,15,michelou,O
93463,5,michelou,O
93464,10,michelou,O
93465,8,michelou,O
93466,7,michelou,O
93467,3,michelou,O
93468,3,michelou,O
93469,4,michelou,O
93470,4,michelou,O
93471,3,michelou,O
93472,1,michelou,O
93473,2,michelou,O
93474,8,michelou,O
93475,2,michelou,O
93476,2,michelou,O
93477,5,michelou,O
93478,4,michelou,O
93518,1,Gilles Dubochet,O
93519,2,Gilles Dubochet,O
93520,32,Gilles Dubochet,O
93521,40,Gilles Dubochet,O
93522,28,Gilles Dubochet,O
93523,33,Gilles Dubochet,O
93524,9,Gilles Dubochet,O
93525,25,Gilles Dubochet,O
93526,5,Gilles Dubochet,O
93527,3,Gilles Dubochet,O
93528,10,Gilles Dubochet,O
93529,2,Gilles Dubochet,O
93530,2,Gilles Dubochet,O
93531,2,Gilles Dubochet,O
93532,1,Gilles Dubochet,O
93533,6,Gilles Dubochet,O
93534,1,Gilles Dubochet,O
93535,4,Gilles Dubochet,O
93536,5,Gilles Dubochet,O
93537,3,Gilles Dubochet,O
93538,6,Gilles Dubochet,O
93539,1,Gilles Dubochet,O
93540,7,Gilles Dubochet,O
93541,1,Gilles Dubochet,O
93542,10,Gilles Dubochet,O
93543,12,Gilles Dubochet,O
93544,19,Gilles Dubochet,O
93545,5,Gilles Dubochet,O
93546,2,Gilles Dubochet,O
93547,1,Gilles Dubochet,O
93548,1,Gilles Dubochet,O
93549,1,Gilles Dubochet,O
93550,1,Gilles Dubochet,O
93551,1,Gilles Dubochet,O
93552,5,Gilles Dubochet,O
93553,17,Gilles Dubochet,O
93554,5,Gilles Dubochet,O
93555,6,Gilles Dubochet,O
93556,1,Gilles Dubochet,O
93557,4,Gilles Dubochet,O
93591,11,Geoffrey Washburn,O
93592,14,Geoffrey Washburn,O
93593,31,Geoffrey Washburn,O
93594,48,Geoffrey Washburn,O
93595,26,Geoffrey Washburn,O
93596,7,Geoffrey Washburn,O
93597,14,Geoffrey Washburn,O
93598,27,Geoffrey Washburn,O
93599,10,Geoffrey Washburn,O
93600,11,Geoffrey Washburn,O
93601,14,Geoffrey Washburn,O
93602,5,Geoffrey Washburn,O
93603,1,Geoffrey Washburn,O
93605,9,Sean McDirmid,O
93606,9,Sean McDirmid,O
93607,14,Sean McDirmid,O
93608,12,Sean McDirmid,O
93609,11,Sean McDirmid,O
93610,1,Sean McDirmid,O
93611,2,Sean McDirmid,O
93612,1,Sean McDirmid,O
93613,8,Sean McDirmid,O
93614,2,Sean McDirmid,O
93615,1,Sean McDirmid,O
93616,12,Sean McDirmid,O
93617,4,Sean McDirmid,O
93618,4,Sean McDirmid,O
93619,7,Sean McDirmid,O
93620,10,Sean McDirmid,O
93621,20,Sean McDirmid,O
93622,8,Sean McDirmid,O
93623,7,Sean McDirmid,O
93624,14,Sean McDirmid,O
93625,8,Sean McDirmid,O
93626,4,Sean McDirmid,O
93627,15,Sean McDirmid,O
93628,2,Sean McDirmid,O
93629,7,Sean McDirmid,O
93630,6,Sean McDirmid,O
93631,8,Sean McDirmid,O
93632,4,Sean McDirmid,O
93633,9,Sean McDirmid,O
93634,10,Sean McDirmid,O
93635,4,Sean McDirmid,O
93636,2,Sean McDirmid,O
93637,1,Sean McDirmid,O
93654,5,Burak Emir,O
93655,19,Burak Emir,O
93656,1,Burak Emir,O
93657,12,Burak Emir,O
93658,35,Burak Emir,O
93659,17,Burak Emir,O
93660,7,Burak Emir,O
93661,37,Burak Emir,O
93662,3,Burak Emir,O
93663,6,Burak Emir,O
93664,11,Burak Emir,O
93665,16,Burak Emir,O
93666,9,Burak Emir,O
93667,20,Burak Emir,O
93668,29,Burak Emir,O
93669,30,Burak Emir,O
93670,12,Burak Emir,O
93671,26,Burak Emir,O
93672,11,Burak Emir,O
93673,17,Burak Emir,O
93674,1,Burak Emir,O
93675,6,Burak Emir,O
93676,17,Burak Emir,O
93677,41,Burak Emir,O
93678,45,Burak Emir,O
93679,17,Burak Emir,O
93680,4,Burak Emir,O
93681,3,Burak Emir,O
93682,8,Burak Emir,O
93683,8,Burak Emir,O
93684,3,Burak Emir,O
93685,16,Burak Emir,O
93686,7,mihaylov,O
93687,1,mihaylov,O
93688,3,mihaylov,O
93689,3,mihaylov,O
93690,1,mihaylov,O
93691,3,mihaylov,O
93692,5,mihaylov,O
93693,7,mihaylov,O
93694,19,mihaylov,O
93695,4,mihaylov,O
93696,6,mihaylov,O
93697,16,mihaylov,O
93698,12,mihaylov,O
93699,7,mihaylov,O
93700,31,mihaylov,O
93701,10,mihaylov,O
93702,18,mihaylov,O
93703,19,mihaylov,O
93704,13,mihaylov,O
93705,6,mihaylov,O
93706,1,mihaylov,O
93707,7,mihaylov,O
93708,4,mihaylov,O
93709,10,mihaylov,O
93710,25,mihaylov,O
93711,5,mihaylov,O
93712,8,mihaylov,O
93713,11,mihaylov,O
93714,32,mihaylov,O
93715,3,mihaylov,O
93716,6,mihaylov,O
93717,15,mihaylov,O
93718,13,mihaylov,O
93719,33,mihaylov,O
93720,20,mihaylov,O
93721,8,mihaylov,O
93722,13,mihaylov,O
93723,9,mihaylov,O
93724,10,mihaylov,O
93725,4,mihaylov,O
93726,6,mihaylov,O
93727,34,mihaylov,O
93728,3,mihaylov,O
93729,2,mihaylov,O
93730,34,mihaylov,O
93731,15,mihaylov,O
93732,14,mihaylov,O
93733,11,mihaylov,O
93734,17,mihaylov,O
93735,10,mihaylov,O
93736,5,mihaylov,O
93737,1,mihaylov,O
93738,3,mihaylov,O
93739,4,mihaylov,O
93742,46,paltherr,O
93743,150,paltherr,O
93744,79,paltherr,O
93745,51,paltherr,O
93746,32,paltherr,O
93747,86,paltherr,O
93748,95,paltherr,O
93749,56,paltherr,O
93750,158,paltherr,O
93751,118,paltherr,O
93752,104,paltherr,O
93753,117,paltherr,O
93754,91,paltherr,O
93755,157,paltherr,O
93756,47,paltherr,O
93757,7,paltherr,O
93758,27,paltherr,O
93759,17,paltherr,O
93760,29,paltherr,O
93761,53,paltherr,O
93762,2,paltherr,O
93763,47,paltherr,O
93764,25,paltherr,O
93765,7,paltherr,O
93766,21,paltherr,O
93767,2,paltherr,O
93768,3,paltherr,O
93769,18,paltherr,O
93770,2,paltherr,O
93771,1,paltherr,O
93775,16,buraq,O
93776,32,buraq,O
93777,74,buraq,O
93778,8,buraq,O
93779,26,buraq,O
93780,50,buraq,O
93781,48,buraq,O
93782,44,buraq,O
93783,28,buraq,O
93784,29,buraq,O
93785,54,buraq,O
93786,20,buraq,O
93787,69,buraq,O
93788,44,buraq,O
93789,68,buraq,O
93790,31,buraq,O
93791,11,buraq,O
93792,11,buraq,O
93793,16,buraq,O
93794,5,buraq,O
93795,15,buraq,O
93796,18,buraq,O
93797,2,buraq,O
93798,40,buraq,O
93799,26,buraq,O
93800,47,buraq,O
93802,22,schinz,O
93803,51,schinz,O
93804,5,schinz,O
93805,18,schinz,O
93806,11,schinz,O
93807,25,schinz,O
93808,39,schinz,O
93809,4,schinz,O
93810,5,schinz,O
93811,5,schinz,O
93812,12,schinz,O
93813,10,schinz,O
93814,4,schinz,O
93815,8,schinz,O
93816,3,schinz,O
93817,1,schinz,O
93818,1,schinz,O
93819,1,schinz,O
93820,1,schinz,O
93821,26,schinz,O
93822,2,schinz,O
93823,1,schinz,O
93824,28,schinz,O
93825,7,schinz,O
93826,26,schinz,O
93827,15,schinz,O
93828,10,schinz,O
93844,7,Matthias Zenger,O
93845,5,Matthias Zenger,O
93846,28,Matthias Zenger,O
93847,26,Matthias Zenger,O
93848,22,Matthias Zenger,O
93849,20,Matthias Zenger,O
93850,5,Matthias Zenger,O
93851,9,Matthias Zenger,O
93852,4,Matthias Zenger,O
93853,6,Matthias Zenger,O
93854,19,Matthias Zenger,O
93855,10,Matthias Zenger,O
93856,8,Matthias Zenger,O
93857,12,Matthias Zenger,O
93858,3,Matthias Zenger,O
