id,count,type,name
962,2,O,Simon Williams
963,1,O,Jonatan Littke
964,1,O,Stratos Moros
965,1,O,Jeremy Cowgar
966,122,O,Gabriel Hurley
967,1,O,David Hughes
968,1,O,James Clemence
969,2,O,Andrei Picus
970,34,O,Matt Boersma
971,5,O,M. Nasimul Haque
972,1,O,Graham Dumpleton
973,1,O,Vlada Macek
974,1,O,Ryan Allen
975,1,O,Tim Garner
976,1,O,Fletcher Tomalty
977,1,O,Michał Lech
978,1,O,James Tauber
979,2,O,Albert Wang
980,335,O,Gary Wilson Jr.
981,73,O,Marc Fargas
982,6,O,Jens Tinfors
983,2,O,Jimmy Song
984,1,O,Julien Phalip
985,44,O,Jarek Zgoda
986,36,O,Nicola Larosa
987,14,O,Ludvig Ericson
988,44,O,Wilson Miner
989,5,O,Marc Garcia
990,202,O,Georg Bauer
991,1,O,Louis Fill
992,1,O,Rickard Zachrisson
993,2,O,Tom Vaughan
994,1,O,Giles Richard Greenway
995,1,O,Daley Chetwynd
996,1,O,Jure Erznožnik
997,1,O,Ben Huckvale
